Id,fecha_mes,year,hora declarada,ruta_inicio,ruta_final,operador,flight_no,route,ac_type,registration,cn_ln,all_aboard,pasajeros_a_bordo,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,summary
567,August 28,1939,00:00,Lahore, India,Indian National Airways,0,Calcutta - Dum Dum,De Havilland D-84,VT-AEL,6048,2,1,1,2,1,1,0,Crashed en route for unknown reasons.		
568,August 30,1939,00:00,Hannover, Germany,Deutsche Lufthansa,0,Berlin - Hanover - Cologne - London,Junkers JU-52/3m,D-AFOP,5800,7,4,3,7,4,3,0,The aircraft crashed while taking off from Hanover. Visibility was poor because of low fog covering the runway. The pilot was searching for the proper flight path when the plane veered towards a building while still 40 meters above the ground. The pilot tried to raise the plane while trying to turn left at the same time but lost control and crashed and the plane caught fire.The passengers were pilots of Lufthansa.		
569,September 26,1939,14:10,North Sea,KLM Royal Dutch Airlines,0,Copenhagen - Amsterdam,Douglas DC-3,PH-ASM,2142,20,15,5,1,1,0,0,One Swedish passenger was killed when the plane was attacked by a German fighter. The plane was able to land safely in Amsterdam.		,0
570,October 10,1939,07:30,Calarmar, Colombia,Scarta,0,Barranquilla - Girardot,Junkers W-34,C-53,0,5,3,2,5,3,2,0,Crashed while en route.		
571,November 20,1939,00:00,Gosport, England,British Airways,0,Training,Airspeed Oxford,G-AFFM,75,2,0,2,2,0,2,?,Collided with the mooring of a ballon.went out of control and crashed.		
572,December 18,1939,08:15,South of Gibraltar,Iberia Airlines,0,Tetouan- Seville - Alicante,Junkers JU-52,M-CABA,5854,9,6,3,9,6,3,0,Shot down by a British RAF fighter. Crashed 6 miles south of Europa Point.		,0
573,December 21,1939,13:00,Off Malta-Luqa,British Airways,0,Egypt - England,Lockheed 14 Super Electra,G-AFYU,1444,8,6,2,5,3,2,0,"""Ditched into the sea", 300 miles NW of Alexandria
574,December 24,1939,08:00,Mogador, Morocco,Linee Aeree Italiane,0,Rome - Rio de Janerio,Savoia-Marchetti SM83,I-ARPA,34017,7,3,4,7,3,4,0,Crashed into a mountain  60 km southeast of Mogadorin in  a storm while attempting to make a forced landing.		
575,January 22,1940,00:00,Denpasar, Indonesia,KNILM,0,Batavia - Denpasar - Kupang - Darwin - Sydney,Lockheed 14 Super Electra,PK-AFO,1415,9,5,4,8,5,3,0,Crashed into the sea shortly after take-off. Cause unknown		
576,February 10,1940,00:00,Near Cosenza, Italy,Ala Littoria SA,0,Catania - Brindisi - Rome,Savoia-Marchetti SM-75,I-LEAL,32031,10,4,6,10,4,6,0,Crashed and burned on a hill side in fog. Prior to crashing the crew reported ice on the wings.		
577,February 27,1940,c 10:00,Near Bucaramanga, Columbia,SCADTA,0,Bogota - Cucuta,Boeing 247D,C-79,0,11,9,2,11,9,2,0,"""The plane hit a mountain in the Andes  near Tona"
578,March 01,1940,13:20,Gulf of Oman,Imperial Airways,0,Calcutta - Jask - Sharjah - Alexandria - London,Handley Page HP-42,G-AAGX,HP42/1,8,4,4,8,4,4,0,"""Crashed in the Persian Gulf while en route with out a trace. The aircraft was named """"Hannibal.""""""		",0
579,March 16,1940,00:00,Stromboli Island, Italy,Ala Littoria,0,Tripol- Catania - Rome - Milan,Savoia Marchetti SM 73,I- SUTO,30024,14,10,4,14,10,4,0,The plane crashed into Stromboli Volcano. The cause was possibly bad weather or some electromagnetic phenomena.		
580,April 22,1940,00:00,Near Loch Lomond, Scotland,British Overseas Airways,0,Stockholm - Perth - Heston,Lockheed 14 Super Electra,G-AFKD,1484,5,2,3,5,2,3,0,Struck a mountain after being off course 10 miles to the west in reduced visibility.		
581,June 02,1940,00:00,El Segundo, California,Douglas Aircraft Company,0,Test flight,Douglas DC-5,0,0,5,0,5,5,0,5,0,Crashed and burned during a government test flight		
582,June 14,1940,14:00,Off Prangli Island, Gulf of Finland, Estonia,Aero O-Y,0,"""Tallinn", Estonia - Helsinki," Finland""",0,0,5494,9,7,2,9,7
583,June 20,1940,00:00,Near Ouistreham, France,Air France,0,0,Dewoitine D-338,F-ARTD,22,1,0,0,1,0,0,0,Inadvertently shot down by French anti-aircraft fire.		
584,July 07,1940,00:00,Gulf of Tonkin,Air France,0,0,Dewoitine D-338,F-AQBA,1,4,0,0,4,0,0,0,Shot down by a Japanese military fighter.		,0
585,August 09,1940,00:00,Hannover, Germany,Deutsche Lufthansa,0,0,Douglas DC-2-115H,D-AIAV,1366,13,10,3,2,2,0,0,No cause was described except it being pilot error.		
586,August 13,1940,10:15,Near Canberra, Australia,Military - Royal Australian Air Force,0,Melbourne - Canberra,Lockheed Hudson A16-97,0,0,10,6,4,10,6,4,0,"""The plane was seen circling Canberra Aerodrome after which it headed west to make the final approach for landing. The aircraft momentarily disappeared behind one of the hills that surround the airport"
587,August 22,1940,00:00,Gospic,0,Coatia,Aeroput,0,Zagreb - Split,Lockheed 10 Electra,YU-SBC,1135,11,9,2,11,9,2,0
588,August 23,1940,00:00,Cluj, Romania,LARES,0,Baia Mare - Cluj-Napoca - Sibiu - Bucharest,Douglas DC-3,YR-PAF,1986,15,12,3,15,12,3,0,"""While approaching Cluj-Napoca from the west"
589,August 31,1940,14:41,Near Lovettsville, Virginia,Pennsylvania Central Airlines,19,Washington D.C. - Detroit,Douglas DC-3,NC21789,2188,25,21,4,25,21,4,0,"""The aircraft was flying through a thunderstorm in turbulence when the it nosed over and plunged to earth near Short Hill Mountain.  Disabling of the pilots by a severe lightning discharge in the immediate neighborhood of the airplane"
590,October 22,1940,00:00,Osijek, Croatia,Aeroput,0,Belgrade - Osijek - Zagreb,Lockheed 10 Electra,YU-SBE,1137,12,9,3,7,4,3,0,Crashed while attempting to land.		
591,October 29,1940,00:00,Near Changyi, China,China National Aviation Corporation,0,Chungking - Kunming,Douglas DC-2,NC14297,1369,14,10,4,9,8,1,0,Shot down by Japanese military fighters. The plane ran into 5 Japanese fighters and made an emergency landing at a remote field only to be machine-gunned while trying to escape.		
592,October 29,1940,00:00,Berlin, Germany,Deutsche Lufthansa,0,0,Douglas DC-3,D-AAIH,1973,15,12,3,2,0,2,0,Hit the ground short of the runway in reduced visibility.		
593,November 04,1940,19:10,Near Rincon, Bolivia,Lloyd Aero Boliviano SA,0,Santa Cruz - Corumba,Junkers Ju-52/3m,CB-17,4008,17,14,3,17,14,3,0,Crashe in a storm while en route. Wreckage found 15 months later.		
594,November 04,1940,04:42,Near Centerville, Utah,United Air Lines,16,Oakland - Salt Lake City,Douglas DC-3,NC16086,1925,10,8,2,10,8,2,0,"""The aircraft crashed into Bountiful Peak in the Wasatch Mountains"
595,November 08,1940,00:00,Rio de Janeiro, Brazil,VASP,0,Rio de Janeiro - Sao Paulo,Junkers Ju53/2m,PP-SPF,5689,18,14,4,18,14,4,0,"""Midair collision with a private plane.  After the collision"
596,November 08,1940,15:02,Brandenburg, Germany,Deutsche Lufthansa,0,Berlin - Budapest,Junkers JU-90A-1,D-AVMF,900010,29,23,6,29,23,6,0,Crashed while en route in poor weather condtions . Icing.		
597,November 27,1940,00:00,Mediterranean Sea,Air France,0,0,Farman F-224,F-AROA,2,6,0,0,6,0,0,0,Shot down by Italian aircraft.		,0
598,December 04,1940,17:48,Chicago, Illinois,United Air Lines,21,New York City - Chicago,Douglas DC-3A,NC25678,2175,16,13,3,10,7,3,0,The aircraft crashed while attempting to land at Chicago. The failure of the pilot to exercise that degree of caution and skill required to avert a stall while approaching for a landing on the short northwest runway. A substantial contributing factor to the accident was the error in judgment of the pilot in choosing that short runway for his landing. An accumulation of ice on the wings may have increased the stalling speed of the plane.		
599,December 24,1940,11:30,Capri Island, Italy,Ala Littolia,0,Catania - Rome,Savoia-Marchetti SM.75,I-LIGO,32035,7,3,4,7,3,4,0,"""While en route"
600,January 10,1941,12:00,Mediterranean Sea,LATI,0,Rome - Seville - Villa Cisneros - Sal - Natal - Rio,Savoia-Marchetti SM-83,I-AREM,34019,16,12,4,16,12,4,0,Crashed into the Mediterranian sea while en route without a trace.		,0
601,January 15,1941,12:05,Off  Fernando de Noronha, Brazil,LATI,0,Rio de Janeiro - Natal - Sal - Seville - Rome,Savoia-Marchetti SM-75,I-BAYR,32013,10,6,4,10,6,4,0,"""Crashed near the Equator after the crew had lost an engine. Three hours after taking off"
602,January 17,1941,12:00,Near Nagyvarad, Hungary,Malert Airlines,0,Budapest - Maros-Vasarhely,Junkers JU-52/3m,HA-JUA,5523,16,13,3,12,9,3,0,"""An engine stalled during the initial climb and the plane crashed and burned"
603,January 20,1941,00:00,Near Kian, China,China National Aviation Corporation,0,0,Ford 5-AT Tri-Motor,23,5-AT-101,6,1,5,5,1,4,0,Crashed into a mountain during a thunderstorm and reduced visibility.		
604,January 23,1941,04:13,Near Robertson, Missouri,Trans Continental and Western Air,6,"""Kansas City"," MO - New York""",Douglas DC-3-3,NC17315,1930,13,10,3,2,1,1,0
605,February 06,1941,02:00,Armstrong, ON, Canada,Trans Canada Air Lines,3,Toronto - Winnipeg,Lockheed 14-H2 Super Electra,CF-TCP,1501,12,9,3,12,9,3,0
606,February 26,1941,11:50,Atlanta, Georgia,Eastern Air Lines,21,New York City -  Washington D.C. - Atlanta - Brownsville,Douglas DC-3,NC28394,3204,16,13,3,9,6,3,0,"""The aircraft crashed into a hill in pine woods"
607,March 01,1941,15:50,Trontheim, Norway,Deutsche Lufthansa,0,0,Junkers JU-52/3m,D-AQUB,5751,12,9,3,3,3,0,0,The seaplane crashed while attemping to land and sunk.		
608,March 28,1941,11:45,Elands Bay, South Africa,South African Airways,0,Luanda - Windhoek - Cape Town,Lockheed 18 Lodestar,ZS-AST,2034,10,6,4,10,6,4,0,Crashed into a mountain near Elands Bay in inclement weather.		
609,June 03,1941,17:00,Atlantic Ocean,Great Western and Southern Air Lines,0,"""Isles of Scilly - Penzance"," Cornwall""",de Havilland DH-84 Dragon,G-ACPY,6076,6,5,1,6,5,1,0,Shot down by a He-111 German military aircraft 20 minutes after takeoff..		
610,June 18,1941,00:00,Bucharest, Romania,LARES,0,Bucharest - Sofia,Douglas DC-3,YR-PAF,1985,18,3,15,0,0,0,0,Stalled and crashed during takeoff.		
611,June 21,1941,00:00,Sea of Japan,Manchurian Air Lines,0,0,Mitsubishi MC-20,M-604,0,18,15,3,18,15,3,0,Crashed while en route. Cause unknown.		,0
612,July 30,1941,09:15,Rome, Italy,Ala Littoria,0,Rome - Cagliari,Macchi C.100,I-PACE,4158,25,20,5,5,5,0,0,After an engine failed the crew decided to return but encountered turbulence and crashed.		
613,August 10,1941,c 20:35,Arran, Scotland,Military -Royal Air Force,0,0,Consolidated LB-30A Liberator,AM261,0,22,17,5,22,17,5,0,"""Crashed into a mountain ridge in rain"
614,August 14,1941,c 20:40,Ayr, Scotland,Military - Royal Air Force,0,0,Consolidated LB-30A Liberator,AM260,0,22,0,0,22,0,0,0,"""Crashed and burned on takeoff at Heathfield airfield"
615,August 18,1941,00:00,Near Sao Paulo, Brazil,Panair do Brasil,0,Curitiba - Sao Paulo,Lockheed 18 LodeStar,PP-PBD,2083,14,10,4,8,5,3,0,After a goaround the plane diverted from its prescribed course and crashed into a mountain.		
616,August 27,1941,00:00,Coen, Australila,Airlines of Australia,0,Horn Island - Coen - Cairns,de Havilland DH.80 Puss Moth,VH-UQL,2088,3,2,1,3,2,1,0,On approach the left wing broke off and the aircraft crashed in a field.		
617,September 01,1941,00:00,Campbeltown, Argyll, Scotland,British Overseas Airways,0,?,Consolidated 32-2 Liberator I,AM-915,0,10,0,0,10,0,?,0
618,September 01,1941,13:40,Bollemont, France,Air France,0,Marseille - Toulouse,Bloch 220,F-AQNL,12,17,14,3,15,12,3,0,The aircraft crashed into lake Bolomon after engine failure during takeoff in windy conditions.		
619,October 03,1941,17:48,San Juan, Puerto Rico,Pan American World Airways,203,Miami - Buenos Aires,Sikorsky S-42B (flying boat),NC15376,4206,15,9,6,2,2,0,0,"""Following the approach"
620,October 28,1941,00:00,Near Petrich, bulgaria,Deutsche Lufthansa,0,Athens - Sofia,Junkers JU-53/3m,D-AUXZ,7172,13,10,3,13,10,3,0,"""Crashed on the Greek/Hungarian border. Cause unknown"
621,October 30,1941,02:04,Near Moorhead, Minnesota,Northwest Orient Airlines,5,Minneapolis - Fargo,Douglas DC-3,NC21712,2124,15,13,2,14,13,1,0,"""Crashed in fog and mist due to icing on the wings. The pilot"
622,October 30,1941,22:10,St. Thomas, Ontario, Canada,American Airlines,1,New York - Buffalo - Chicago - Detroit,Douglas DC-3,NC25663,2207,20,17,3,20,17,3,0
623,November 29,1941,05:55,Chardzhou, Turkmenistan,Aeroflot,0,Chardzhou - Urgench,Tupolev ANT-6,CP-L2010,61,36,31,5,7,5,2,0,"""During the initial climb at night"
624,December 11,1941,00:00,Miami, Florida,Pan American Airways,0,0,?,NC21V,0,3,0,0,3,0,0,0,?		
625,December 26,1941,11:26,Baiserke, Kazakhstan,Aeroflot,0,Almaty - Karaganda - Aktyubinsk - Kuybyshev - Kazan,Tupolev ANT-6,CCCP-L3043,22182,34,28,6,26,21,5,0,"""The crew decided to takeoff in below-minima weather conditions with low clouds"
626,December 29,1941,00:00,Sabang, Indonesia,BOAC,0,0,Short S-23 Empire Flying Boat,G-ADUX,S-815,4,0,4,4,0,4,0,While taking off the plane hit debris in the water and broke up.		
627,January 16,1942,19:20,Near Las Vegas, Nevada,Trans Continental and Western Air,0,Las Vegas - Los Angeles,Douglas DC-3,NC1946,3295,22,19,3,22,19,3,0,"""The aircraft crashed into Mt. Potosi (Double Up Peak"
628,January 20,1942,00:00,Kupang, Indonesia,Military - Royal Australian Air Force,0,0,Lockheed Hudson,A16-79,414-1933,11,7,4,11,0,4,0,"""Shortly after taking off the left engine caught fire"
629,January 26,1942,00:00,Kupang, Timor,KNILM,0,0,Grumman G-21 Goose,PK-AFS,1081,5,2,3,5,2,3,0,Shot down by Japanese military aircraft.		
630,January 30,1942,08:00,Near Kupang, Timor,Qantas,0,"""Darwin - Surabaya"," Dutch East Indies""",Short S-23 (flying boat),G-AEUH,0,18,13,5,13,11,2,0
631,February 15,1942,08:50,English Channel, near Plymouth, England,British Overseas Airways,0,"""Cairo"," Egypt - England""",Consolidated Liberator,0,9,9,4,5,9,4,5
632,February 19,1942,00:00,Zhengzhou-Xinzheng, China,China National Aviation Corporation,0,0,Douglas DC-2,45,0,1,0,1,1,0,1,?,Crashed under unknown circumstances.		
633,February 20,1942,00:00,Off Belmont, Brisbane, Australia,Qantas,0,Brisbane - Darwin,deHavilland DH-86,VH-USE,2309,9,7,2,9,7,2,0
634,February 28,1942,00:00,Indian Ocean,British Overseas Airways,0,"""Java - Broom"," Australia""",Short S-23 (flying boat),G-AETZ,S-842,20,16,4,20,16,4,0,Shot down by Japanese military aircraft about 150 miles from Java.		
635,March 03,1942,00:00,Wyndham, Australia,KNILM,0,Java - Australia,Douglas DC-3,PK-AFV,1965,12,8,4,8,0,0,0,Shot down by Japanese military aircraft.		
636,March 03,1942,00:00,Off Broome, Australia,Military - U.S. Army Air Force,0,Broome - Kupang,Consolidated B-24 Liberator,40-2370,6,21,19,2,20,18,2,0,Shot down shortly after taking off by a Japanese fighter.		
637,March 14,1942,21:30,Kunming, China,China National Aviation Corporation,0,Kunming - Chungking,Douglas DC-2-221,31,1567,17,14,3,13,10,3,0,"""Crashed 2 km from the Kunming Airdome shortly after takeoff.  Possible causes include engine failure"
638,April 21,1942,21:27,Pine Creek, Australia,Guinea Airways Limited,0,Brisbane - Bachelor Field,Lockheed 14 Electra,VH-ADY,0,12,10,2,12,10,2,0,"""The aircraft was on a government charter carrying US teletype operators from a course they'd completed in Brisbane. They departed Archerfield (Brisbane) at 0622 EST and refuelled at Charleville"
639,May 01,1942,23:00,Salt Lake City, Utah,United Air Lines,4,San Francisco - New York City,Douglas DST-A-207A,NC18146,1978,17,14,3,17,14,3,0,"""After taking off from Salt Lake"
640,May 12,1942,11:51,Miles City, Montana,Northwest Orient Airlines,1,Chicago - Seattle,Douglas DC-3-A-269,NC 21714,2129,14,10,4,3,0,3,0,"""The plane hit an obstruction at the end of the runway"
641,May 19,1942,00:00,Near Rome, Italy,LATI,0,"""Rome - Tripoli"," Lybia""",Savoia-Marchetti SM-75,I-MELE,32052,20,16,4,20,16,4,0
642,July 01,1942,12:00,Near Premier, West Virginia,Military - U.S. Army Air Forces,0,Battle Creek - Cincinnati - Florence,Douglas C-49E,42-56093,1976,21,19,2,21,19,2,0,"""Flew into a thunderstorm and was observed in a near vertical dive before crashing to the ground.  Icing"
643,July 07,1942,00:00,Off Broken Head, Australia,Military - Royal Australian Air Force,0,Horn Island - Amberley,Lockheed Hudson,A16-198,414-6463,10,0,10,10,0,10,0,"""While approaching Amberley at night"
644,July 20,1942,00:00,Llanfair, England,Military - Royal Air Force,0,Sydenham - Hendon,Lockheed Hudson,N7253,414-1649,13,10,3,13,10,3,0,The aircraft went out of control while flying in thunderstorm activity and may have been struck by lightning.		
645,August 13,1942,00:00,Algiers, Algeria,Air France,0,0,Liore et Olivier H-246 Air Boat,F-AREJ,403,10,6,4,4,4,0,0,Attacked by Royal Air Force fighters.  Crashed in the water while attempting to land and sank.		
646,August 21,1942,00:00,?,Deutsche Lufthansa,0,0,Siebel Si-204,?,0,4,2,2,4,2,2,0,"""Lufthansa chairman"," Von Gablenz killed.""		"
647,August 22,1942,13:00,Trinidad,KLM Royal Dutch Airlines,0,Trinidad - Curacao,Lockheed 14 Electra,PJ-AIP,1410,13,10,3,13,10,3,0,"""Shortly after taking off all radio contact was lost with the aircraft. Next day"," the wreckage was found near the airport. The cause was never determined. Possible encounter with a severe thunderstorm.""		"
648,August 23,1942,13:42,Near Dunbeath, Scotland,Military - Royal Air Force,0,Oban - Invergordon - Keflavik,Short Sunderland,W4026,0,15,11,4,14,10,4,0,"""The plane crashed while on a flight to Iceland during WWII. The aircraft was part of the 228th Squadron RAF.  The plane hit high ground at Eagle Rock in the Scottish Highlands in poor visibility. Possible navigational error but exact cause unknown.  Prince George"
649,September 24,1942,00:00,Off West Africa,British Overseas Airways,0,Lagos - Bathurst - Lisbon - Poole,Short S-30 (flying boat),G-AFCZ,S-885,19,13,6,19,13,6,0,"""Possible catastrophic in-flight fire possibly related to the design of its fuel-intake system"," 90 minutes after departure.""		"
650,September 27,1942,00:00,Ameur el Ain, Algeria,Air France,0,"""Marseille", France - Dakar," Senegal""",Dewoitine D-342,0,1,25,18,7,25,18,7
651,September 28,1942,09:00,Near Sao Paulo, Brazil,Panair do Brasil SA,0,Rio de Janeiro - Sao Paulo,Lockheed 18 Loadstar,PP-PBG,2081,15,11,4,15,11,4,0,"""Struck a mountain"
652,October 01,1942,00:00,Kunming, China,China National Aviation Corporation,0,0,Douglas C-47,69,0,0,0,0,0,0,0,?,Crashed while attempting to land after losing oil pressure on one engine.		
653,October 01,1942,09:30,Near Coamo, Puerto Rico,Military - U.S. Army Air Forces,0,Juana DÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ­az-Losey Field - San Juan,Douglas C-39-DO  (DC-2),38-524,2081,22,17,5,22,17,5,0,The aircraft made a wide descending turn with engines running roughly and crashed into a hill in poor visibility.		
